,name,chrom,txStart,txEnd,name2,start,end
30511,NM_001354803,chr7,44183869,44185743,GCK,44173869,44195743
30512,NM_001354802,chr7,44182811,44185743,GCK,44172811,44195743
30515,NM_033508,chr7,44183874,44198881,GCK,44173874,44208881
30516,NM_033507,chr7,44183874,44198881,GCK,44173874,44208881
30981,NM_006682,chr7,76822685,76829136,FGL2,76812685,76839136
31008,NM_001289911,chr7,80231522,80303734,CD36,80221522,80313734
31009,NM_001127443,chr7,80275644,80303734,CD36,80265644,80313734
31010,NM_001001548,chr7,80267831,80308593,CD36,80257831,80318593
31011,NM_001289908,chr7,80275968,80303734,CD36,80265968,80313734
31012,NM_001001547,chr7,80231522,80303734,CD36,80221522,80313734
31013,NM_001127444,chr7,80275761,80303734,CD36,80265761,80313734
31014,NR_110501,chr7,80275407,80303734,CD36,80265407,80313734
31015,NM_001289909,chr7,80275407,80303734,CD36,80265407,80313734
31016,NM_000072,chr7,80267831,80303734,CD36,80257831,80313734
31017,NM_001371079,chr7,80267957,80303734,CD36,80257957,80313734
31018,NM_001371078,chr7,80253407,80303734,CD36,80243407,80313734
31019,NM_001371077,chr7,80253407,80308587,CD36,80243407,80318587
31020,NM_001371075,chr7,80231522,80308587,CD36,80221522,80318587
31021,NM_001371074,chr7,80231522,80303734,CD36,80221522,80313734
31022,NM_001371080,chr7,80231522,80303734,CD36,80221522,80313734
31023,NM_001371081,chr7,80231522,80303734,CD36,80221522,80313734
31176,NM_000446,chr7,94926987,94953844,PON1,94916987,94963844
31177,NM_000940,chr7,94989183,95025687,PON3,94979183,95035687
31179,NM_000305,chr7,95034173,95064340,PON2,95024173,95074340
31180,NM_001018161,chr7,95034173,95064384,PON2,95024173,95074384
31428,NM_001302622,chr7,100487614,100493750,ACHE,100477614,100503750
31429,NM_001302621,chr7,100487614,100493509,ACHE,100477614,100503509
31431,NM_000665,chr7,100487614,100493509,ACHE,100477614,100503509
31433,NM_001282449,chr7,100487614,100493509,ACHE,100477614,100503509
31442,NM_001367919,chr7,100487614,100494614,ACHE,100477614,100504614
31443,NM_001367918,chr7,100487614,100494614,ACHE,100477614,100504614
31444,NM_001367917,chr7,100487614,100492227,ACHE,100477614,100502227
31448,NM_001367915,chr7,100487614,100493509,ACHE,100477614,100503509
31449,NR_160408,chr7,100487614,100493509,ACHE,100477614,100503509
31450,NR_160407,chr7,100487614,100494614,ACHE,100477614,100504614
31456,NM_000602,chr7,100770384,100782528,SERPINE1,100760384,100792528
31623,NM_000108,chr7,107531627,107561643,DLD,107521627,107571643
31624,NM_001289752,chr7,107531551,107561643,DLD,107521551,107571643
31625,NM_001289750,chr7,107531551,107561643,DLD,107521551,107571643
31626,NM_001289751,chr7,107531551,107561643,DLD,107521551,107571643
31653,NM_002711,chr7,113516831,113559064,PPP1R3A,113506831,113569064
31664,NM_001172897,chr7,116166415,116201232,CAV1,116156415,116211232
31665,NM_001172896,chr7,116166415,116201232,CAV1,116156415,116211232
31666,NM_001172895,chr7,116165062,116201239,CAV1,116155062,116211239
31669,NM_001753,chr7,116165089,116201232,CAV1,116155089,116211232
31728,NM_001366110,chr7,127250345,127258196,PAX4,127240345,127268196
31729,NM_001366111,chr7,127250345,127256081,PAX4,127240345,127266081
32032,NM_005232,chr7,143088221,143105949,EPHA1,143078221,143115949
32161,NM_001160109,chr7,150690869,150701028,NOS3,150680869,150711028
32164,NM_001160111,chr7,150690891,150701023,NOS3,150680891,150711023
32165,NM_001160110,chr7,150690891,150701023,NOS3,150680891,150711023
32166,NM_000603,chr7,150688104,150711676,NOS3,150678104,150721676
32178,NM_004935,chr7,150750901,150754984,CDK5,150740901,150764984
32190,NM_001164410,chr7,150750901,150754984,CDK5,150740901,150764984
32391,NM_001322202,chr8,32453343,32631562,NRG1,32443343,32641562
32393,NM_001322207,chr8,32504607,32619539,NRG1,32494607,32629539
32394,NM_001322206,chr8,32504607,32631562,NRG1,32494607,32641562
32399,NM_013956,chr8,32405828,32631562,NRG1,32395828,32641562
32400,NM_001160008,chr8,32405828,32619539,NRG1,32395828,32629539
32401,NM_001160001,chr8,32453343,32631562,NRG1,32443343,32641562
32402,NM_004495,chr8,32405828,32586136,NRG1,32395828,32596136
32403,NM_001160002,chr8,32405828,32586136,NRG1,32395828,32596136
32404,NM_001322201,chr8,32453343,32631562,NRG1,32443343,32641562
32405,NM_001160007,chr8,32405828,32586136,NRG1,32395828,32596136
32406,NM_013957,chr8,32405828,32631562,NRG1,32395828,32641562
32409,NM_013962,chr8,31497267,32600770,NRG1,31487267,32610770
32410,NM_001160004,chr8,32405828,32631562,NRG1,32395828,32641562
32411,NM_001160005,chr8,32405727,32600770,NRG1,32395727,32610770
32413,NM_001159995,chr8,32453343,32631562,NRG1,32443343,32641562
32414,NM_013964,chr8,32405828,32631562,NRG1,32395828,32641562
32415,NM_001322205,chr8,32504607,32631562,NRG1,32494607,32641562
32416,NM_001159999,chr8,32453343,32631562,NRG1,32443343,32641562
32417,NM_013959,chr8,32504250,32600770,NRG1,32494250,32610770
32418,NM_013960,chr8,32405828,32631562,NRG1,32395828,32641562
32419,NM_013958,chr8,32405727,32600770,NRG1,32395727,32610770
32484,NM_001321712,chr8,71022016,71315625,NCOA2,71012016,71325625
32485,NM_001321711,chr8,71022016,71316043,NCOA2,71012016,71326043
32486,NM_001321713,chr8,71022016,71315625,NCOA2,71012016,71325625
32490,NM_006540,chr8,71022016,71316043,NCOA2,71012016,71326043
32495,NM_001321707,chr8,71022016,71315625,NCOA2,71012016,71325625
32498,NM_001321703,chr8,71022016,71316452,NCOA2,71012016,71326452
32572,NM_001130863,chr8,120569325,120651079,ENPP2,120559325,120661079
32574,NM_001330600,chr8,120569325,120685630,ENPP2,120559325,120695630
32575,NM_001040092,chr8,120569325,120651079,ENPP2,120559325,120661079
32576,NM_006209,chr8,120569325,120651079,ENPP2,120559325,120661079
32581,NR_045555,chr8,120569325,120605219,ENPP2,120559325,120615219
32741,NM_001322503,chr8,26605666,26723172,ADRA1A,26595666,26733172
32742,NR_136343,chr8,26605666,26723172,ADRA1A,26595666,26733172
32746,NM_033303,chr8,26605666,26723172,ADRA1A,26595666,26733172
32792,NM_000553,chr8,30891325,31033653,WRN,30881325,31043653
32849,NM_003816,chr8,38854491,38962779,ADAM9,38844491,38972779
32852,NR_027638,chr8,38854504,38962779,ADAM9,38844504,38972779
32853,NR_027639,chr8,38854504,38962779,ADAM9,38844504,38972779
32861,NR_027878,chr8,38854504,38962779,ADAM9,38844504,38972779
33802,NM_001160173,chr8,18067611,18081198,NAT1,18057611,18091198
33803,NM_001160172,chr8,18067617,18081198,NAT1,18057617,18091198
33804,NM_000662,chr8,18067617,18081198,NAT1,18057617,18091198
33805,NM_001160171,chr8,18067617,18081198,NAT1,18057617,18091198
33806,NM_001160170,chr8,18067617,18081198,NAT1,18057617,18091198
33807,NM_001291962,chr8,18027975,18081198,NAT1,18017975,18091198
33808,NM_001160174,chr8,18079176,18081198,NAT1,18069176,18091198
33809,NM_001160176,chr8,18067617,18081198,NAT1,18057617,18091198
33810,NM_001160175,chr8,18067617,18081198,NAT1,18057617,18091198
33811,NM_001160179,chr8,18027975,18081198,NAT1,18017975,18091198
33812,NM_000015,chr8,18248791,18258725,NAT2,18238791,18268725
33847,NM_000237,chr8,19796763,19824770,LPL,19786763,19834770
34009,NM_001322504,chr8,26636569,26723172,ADRA1A,26626569,26733172
34010,NM_001322502,chr8,26611331,26723172,ADRA1A,26601331,26733172
34011,NM_000680,chr8,26626325,26724795,ADRA1A,26616325,26734795
34012,NM_033304,chr8,26623370,26723172,ADRA1A,26613370,26733172
34013,NM_033302,chr8,26611331,26723172,ADRA1A,26601331,26733172
34022,NM_001347708,chr8,27317272,27336778,CHRNA2,27307272,27346778
34023,NM_001347705,chr8,27317272,27336778,CHRNA2,27307272,27346778
34024,NM_001347707,chr8,27317272,27336778,CHRNA2,27307272,27346778
34025,NM_001347706,chr8,27317272,27336778,CHRNA2,27307272,27346778
34026,NM_000742,chr8,27317272,27336778,CHRNA2,27307272,27346778
34027,NM_001282455,chr8,27317272,27336778,CHRNA2,27307272,27346778
34029,NM_001831,chr8,27454433,27472217,CLU,27444433,27482217
34030,NR_045494,chr8,27454433,27469268,CLU,27444433,27479268
34032,NR_038335,chr8,27454433,27468954,CLU,27444433,27478954
34085,NM_001322197,chr8,32579352,32631562,NRG1,32569352,32641562
34086,NM_001159996,chr8,32579270,32625475,NRG1,32569270,32635475
34117,NM_000025,chr8,37820507,37824117,ADRB3,37810507,37834117
34200,NM_001319189,chr8,42032235,42065083,PLAT,42022235,42075083
34201,NM_000930,chr8,42032235,42065083,PLAT,42022235,42075083
34203,NM_033011,chr8,42032235,42065083,PLAT,42022235,42075083
34222,NM_001199279,chr8,42607779,42623929,CHRNA6,42597779,42633929
34223,NM_004198,chr8,42607779,42623929,CHRNA6,42597779,42633929
34384,NM_000756,chr8,67088610,67090699,CRH,67078610,67100699
34492,NM_001442,chr8,82390653,82395468,FABP4,82380653,82405468
34676,NM_001135699,chr8,101930803,101965221,YWHAZ,101920803,101975221
34677,NM_145690,chr8,101928750,101964248,YWHAZ,101918750,101974248
34678,NM_001135702,chr8,101928750,101962799,YWHAZ,101918750,101972799
34679,NM_001135701,chr8,101928750,101963540,YWHAZ,101918750,101973540
34680,NM_001135700,chr8,101928750,101963540,YWHAZ,101918750,101973540
34681,NM_003406,chr8,101928750,101965610,YWHAZ,101918750,101975610
34739,NM_001385,chr8,105391658,105479283,DPYS,105381658,105489283
35337,NM_001288729,chr9,90113449,90323549,DAPK1,90103449,90333549
35340,NM_001288731,chr9,90112142,90323549,DAPK1,90102142,90333549
35341,NM_004938,chr9,90112781,90323549,DAPK1,90102781,90333549
35342,NM_001288730,chr9,90112648,90323549,DAPK1,90102648,90333549
35596,NM_001099224,chr9,26956342,27036828,IFT74,26946342,27046828
35597,NM_001099223,chr9,26946987,27066132,IFT74,26936987,27076132
35598,NM_001099222,chr9,26947297,27066132,IFT74,26937297,27076132
35603,NM_001349928,chr9,26956409,27066132,IFT74,26946409,27076132
35605,NM_025103,chr9,26956409,27066132,IFT74,26946409,27076132
35710,NM_001163,chr9,72042447,72287287,APBA1,72032447,72297287
35766,NM_001308047,chr9,79226291,79521003,PRUNE2,79216291,79531003
35767,NM_001308051,chr9,79226291,79307331,PRUNE2,79216291,79317331
35768,NM_001308050,chr9,79226291,79307331,PRUNE2,79216291,79317331
35769,NR_131751,chr9,79226291,79521003,PRUNE2,79216291,79531003
35770,NM_015225,chr9,79226291,79521030,PRUNE2,79216291,79531030
35771,NM_001308049,chr9,79226291,79307331,PRUNE2,79216291,79317331
35772,NM_001330680,chr9,79226291,79307331,PRUNE2,79216291,79317331
35773,NM_001308048,chr9,79226291,79521003,PRUNE2,79216291,79531003
35828,NM_001369542,chr9,87283436,87430617,NTRK2,87273436,87440617
35829,NM_001369541,chr9,87283436,87430617,NTRK2,87273436,87440617
35830,NM_001369535,chr9,87287005,87641967,NTRK2,87277005,87651967
35831,NM_001369539,chr9,87283436,87430617,NTRK2,87273436,87440617
35832,NM_001369540,chr9,87283436,87430617,NTRK2,87273436,87440617
35833,NM_001369538,chr9,87285263,87492813,NTRK2,87275263,87502813
35834,NM_001369537,chr9,87283436,87492813,NTRK2,87273436,87502813
35835,NM_001369536,chr9,87287005,87641967,NTRK2,87277005,87651967
35836,NM_001018066,chr9,87283436,87492813,NTRK2,87273436,87502813
35837,NM_001369543,chr9,87283436,87430617,NTRK2,87273436,87440617
35838,NM_001007097,chr9,87283436,87430617,NTRK2,87273436,87440617
35839,NM_001018065,chr9,87284594,87492813,NTRK2,87274594,87502813
35840,NM_001291937,chr9,87283436,87430617,NTRK2,87273436,87440617
35841,NM_001369552,chr9,87320815,87430617,NTRK2,87310815,87440617
35842,NM_001369551,chr9,87316519,87430617,NTRK2,87306519,87440617
35843,NM_001369550,chr9,87287005,87430617,NTRK2,87277005,87440617
35844,NM_001369549,chr9,87285263,87430617,NTRK2,87275263,87440617
35845,NM_001369548,chr9,87284947,87430617,NTRK2,87274947,87440617
35846,NM_001369547,chr9,87284220,87430617,NTRK2,87274220,87440617
35847,NM_001369546,chr9,87284220,87430617,NTRK2,87274220,87440617
35848,NM_001369545,chr9,87283436,87430617,NTRK2,87273436,87440617
35849,NM_001369544,chr9,87283436,87430617,NTRK2,87273436,87440617
35850,NM_001018064,chr9,87284947,87641967,NTRK2,87274947,87651967
35851,NM_001369534,chr9,87284643,87641967,NTRK2,87274643,87651967
35852,NM_001369533,chr9,87283436,87641967,NTRK2,87273436,87651967
35853,NM_001369532,chr9,87283436,87641967,NTRK2,87273436,87651967
35854,NM_006180,chr9,87284643,87641967,NTRK2,87274643,87651967
35866,NM_001371198,chr9,91975701,92110571,SEMA4D,91965701,92120571
35867,NM_001371199,chr9,91975701,92094805,SEMA4D,91965701,92104805
35868,NM_001371196,chr9,91992149,92094805,SEMA4D,91982149,92104805
35869,NM_001371197,chr9,91992149,92094805,SEMA4D,91982149,92104805
35870,NM_006378,chr9,91992149,92094805,SEMA4D,91982149,92104805
35871,NM_001142287,chr9,91975701,92094805,SEMA4D,91965701,92104805
35874,NR_163884,chr9,91975701,92094805,SEMA4D,91965701,92104805
35875,NR_163885,chr9,91975701,92094805,SEMA4D,91965701,92104805
35876,NR_163886,chr9,91975701,92094805,SEMA4D,91965701,92104805
35877,NR_163887,chr9,91975701,92094805,SEMA4D,91965701,92104805
35878,NR_163888,chr9,91975701,92094805,SEMA4D,91965701,92104805
35879,NR_163889,chr9,91975701,92094805,SEMA4D,91965701,92104805
35880,NM_001371195,chr9,91992149,92110571,SEMA4D,91982149,92120571
35881,NM_001371202,chr9,91975701,92094805,SEMA4D,91965701,92104805
35882,NM_001371194,chr9,91992149,92113028,SEMA4D,91982149,92123028
35883,NM_001371201,chr9,91975701,92094805,SEMA4D,91965701,92104805
35884,NM_001371200,chr9,91975701,92094805,SEMA4D,91965701,92104805
35941,NM_000507,chr9,97365419,97401800,FBP1,97355419,97411800
35942,NM_001127628,chr9,97365419,97402545,FBP1,97355419,97412545
35994,NM_133445,chr9,104331633,104500929,GRIN3A,104321633,104510929
36165,NM_001318195,chr9,124894744,124922058,NDUFA8,124884744,124932058
36169,NM_014222,chr9,124906337,124922058,NDUFA8,124896337,124932058
36188,NM_002799,chr9,127115743,127177721,PSMB7,127105743,127187721
36353,NM_002957,chr9,137218300,137332431,RXRA,137208300,137342431
36422,NM_001018056,chr9,2621786,2660056,VLDLR,2611786,2670056
36423,NM_003383,chr9,2621786,2660056,VLDLR,2611786,2670056
36424,NM_001322225,chr9,2621786,2660056,VLDLR,2611786,2670056
36425,NM_001322226,chr9,2621786,2660056,VLDLR,2611786,2670056
36468,NM_001314048,chr9,6215806,6257983,IL33,6205806,6267983
36469,NM_001199641,chr9,6215785,6257983,IL33,6205785,6267983
36470,NM_001199640,chr9,6215806,6257983,IL33,6205806,6267983
36471,NM_001314044,chr9,6215148,6257983,IL33,6205148,6267983
36472,NM_001314047,chr9,6215148,6257983,IL33,6205148,6267983
36473,NM_001314046,chr9,6215806,6257983,IL33,6205806,6267983
36474,NM_033439,chr9,6215806,6257983,IL33,6205806,6267983
36475,NM_001353802,chr9,6248470,6257983,IL33,6238470,6267983
36476,NM_001314045,chr9,6237080,6257983,IL33,6227080,6267983
36559,NM_001363763,chr9,21967750,21995323,CDKN2A,21957750,22005323
36562,NM_000077,chr9,21967750,21974856,CDKN2A,21957750,21984856
36563,NM_001195132,chr9,21967750,21974856,CDKN2A,21957750,21984856
36564,NM_058197,chr9,21967750,21974856,CDKN2A,21957750,21984856
36565,NM_058195,chr9,21967750,21994391,CDKN2A,21957750,22004391
36663,NR_023917,chr9,33673501,33677418,PTENP1,33663501,33687418
36732,NM_001354927,chr9,35056062,35072665,VCP,35046062,35082665
36738,NM_001354928,chr9,35056062,35072305,VCP,35046062,35082305
36745,NM_007126,chr9,35056062,35072622,VCP,35046062,35082622
37066,NM_013438,chr9,86274882,86322873,UBQLN1,86264882,86332873
37067,NM_053067,chr9,86274882,86322873,UBQLN1,86264882,86332873
37086,NM_016548,chr9,88641060,88714473,GOLM1,88631060,88724473
37087,NM_177937,chr9,88641057,88715116,GOLM1,88631057,88725116
37487,NM_138557,chr9,120466680,120487013,TLR4,120456680,120497013
37488,NM_003266,chr9,120466680,120487013,TLR4,120456680,120497013
37489,NM_138554,chr9,120466680,120487013,TLR4,120456680,120497013
37628,NM_005347,chr9,127997131,128003622,HSPA5,127987131,128013622
37892,NR_148392,chr9,134378304,134399186,POMT1,134368304,134409186
37893,NR_148391,chr9,134378304,134399186,POMT1,134368304,134409186
37894,NM_001077365,chr9,134378304,134399186,POMT1,134368304,134409186
37895,NM_001353195,chr9,134378304,134399186,POMT1,134368304,134409186
37896,NM_001353194,chr9,134378304,134399186,POMT1,134368304,134409186
37898,NM_001374695,chr9,134378304,134399186,POMT1,134368304,134409186
37899,NM_001353198,chr9,134378304,134399186,POMT1,134368304,134409186
37900,NM_001353197,chr9,134378304,134399186,POMT1,134368304,134409186
37902,NM_001374689,chr9,134378304,134399186,POMT1,134368304,134409186
37903,NM_001374691,chr9,134378304,134399186,POMT1,134368304,134409186
37904,NM_001374692,chr9,134378304,134399186,POMT1,134368304,134409186
37905,NM_001374693,chr9,134378304,134399186,POMT1,134368304,134409186
37906,NM_001353193,chr9,134378304,134399186,POMT1,134368304,134409186
37907,NM_001136114,chr9,134378304,134399186,POMT1,134368304,134409186
37911,NM_007171,chr9,134378304,134399186,POMT1,134368304,134409186
37912,NR_148400,chr9,134378304,134399186,POMT1,134368304,134409186
37913,NM_001077366,chr9,134378304,134399186,POMT1,134368304,134409186
37914,NM_001353200,chr9,134378304,134399186,POMT1,134368304,134409186
37915,NM_001353196,chr9,134378304,134399186,POMT1,134368304,134409186
37916,NM_001136113,chr9,134378304,134399186,POMT1,134368304,134409186
37917,NM_001374690,chr9,134378304,134399186,POMT1,134368304,134409186
37924,NM_001353199,chr9,134378304,134399186,POMT1,134368304,134409186
37925,NR_148396,chr9,134378304,134399186,POMT1,134368304,134409186
37926,NR_148395,chr9,134378304,134399186,POMT1,134368304,134409186
37927,NR_148399,chr9,134378304,134399186,POMT1,134368304,134409186
37928,NR_148398,chr9,134378304,134399186,POMT1,134368304,134409186
37929,NR_148397,chr9,134378304,134399186,POMT1,134368304,134409186
37930,NR_148394,chr9,134378304,134399186,POMT1,134368304,134409186
37931,NR_148393,chr9,134378304,134399186,POMT1,134368304,134409186
38013,NM_000787,chr9,136501484,136524451,DBH,136491484,136534451
38034,NM_001291921,chr9,137298405,137332431,RXRA,137288405,137342431
38035,NM_001291920,chr9,137271140,137332432,RXRA,137261140,137342432
38152,NM_021138,chr9,139780967,139821059,TRAF2,139770967,139831059
38170,NM_001606,chr9,139901685,139922689,ABCA2,139891685,139932689
38182,NM_212533,chr9,139901685,139923374,ABCA2,139891685,139933374
41745,NM_021828,chr10,100216833,100995609,HPSE2,100206833,101005609
41749,NM_001166246,chr10,100216833,100995632,HPSE2,100206833,101005632
41750,NM_001166245,chr10,100216833,100995632,HPSE2,100206833,101005632
41752,NM_001166244,chr10,100216833,100995632,HPSE2,100206833,101005632
41852,NM_001149,chr10,61786055,61900774,ANK3,61776055,61910774
41853,NM_001204403,chr10,61786055,62493286,ANK3,61776055,62503286
41856,NM_001320874,chr10,61786055,62149633,ANK3,61776055,62159633
41862,NM_020987,chr10,61786055,62149633,ANK3,61776055,62159633
41864,NM_001204404,chr10,61786055,62332714,ANK3,61776055,62342714
41880,NM_001014797,chr10,78629360,79397566,KCNMA1,78619360,79407566
41882,NM_001322838,chr10,78629358,79110519,KCNMA1,78619358,79120519
41884,NM_001322830,chr10,78629360,79397566,KCNMA1,78619360,79407566
41887,NM_001271518,chr10,78629360,79397566,KCNMA1,78619360,79407566
41890,NM_001322829,chr10,78629360,79397566,KCNMA1,78619360,79407566
41891,NM_001322832,chr10,78629360,79397566,KCNMA1,78619360,79407566
41892,NM_001322835,chr10,78629360,79397566,KCNMA1,78619360,79407566
41908,NM_004523,chr10,94352886,94415152,KIF11,94342886,94425152
41922,NM_014978,chr10,106401047,107025000,SORCS3,106391047,107035000
41949,NM_015221,chr10,101635333,101769704,DNMBP,101625333,101779704
41988,NM_001288975,chr10,127729912,128077046,ADAM12,127719912,128087046
41991,NM_001288974,chr10,127729912,128077046,ADAM12,127719912,128087046
41994,NM_021641,chr10,127729912,128077046,ADAM12,127719912,128087046
41995,NM_001288973,chr10,127700960,128077046,ADAM12,127690960,128087046
41997,NM_003474,chr10,127700960,128077046,ADAM12,127690960,128087046
42067,NM_001326346,chr10,11206843,11373418,CELF2,11196843,11383418
42068,NM_001326345,chr10,11060718,11373418,CELF2,11050718,11383418
42069,NM_001326319,chr10,10504512,11378672,CELF2,10494512,11388672
42070,NM_001326318,chr10,10504512,11378672,CELF2,10494512,11388672
42071,NM_001326317,chr10,10504512,11378672,CELF2,10494512,11388672
42072,NM_001025076,chr10,11206992,11378672,CELF2,11196992,11388672
42073,NM_001326342,chr10,11059834,11378672,CELF2,11049834,11388672
42074,NM_001326341,chr10,11059834,11378672,CELF2,11049834,11388672
42075,NM_001326340,chr10,11059834,11378672,CELF2,11049834,11388672
42076,NM_001025077,chr10,11047274,11378672,CELF2,11037274,11388672
42078,NM_001326323,chr10,10504512,11378672,CELF2,10494512,11388672
42079,NM_001326321,chr10,10504512,11378672,CELF2,10494512,11388672
42080,NM_001326320,chr10,10504512,11378672,CELF2,10494512,11388672
42081,NM_001326327,chr10,10840687,11378672,CELF2,10830687,11388672
42082,NM_001326330,chr10,11046610,11378672,CELF2,11036610,11388672
42083,NM_001326335,chr10,11047274,11378672,CELF2,11037274,11388672
42084,NM_001326348,chr10,11206843,11373418,CELF2,11196843,11383418
42085,NM_001326337,chr10,11047274,11378672,CELF2,11037274,11388672
42086,NM_001326336,chr10,11047274,11378672,CELF2,11037274,11388672
42087,NM_001326349,chr10,11206843,11373418,CELF2,11196843,11383418
42088,NM_001083591,chr10,11206992,11378672,CELF2,11196992,11388672
42089,NM_001326334,chr10,11047274,11378672,CELF2,11037274,11388672
42090,NM_001326343,chr10,11059834,11378672,CELF2,11049834,11388672
42091,NM_001326347,chr10,11206843,11373418,CELF2,11196843,11383418
42092,NM_001326333,chr10,11047274,11378672,CELF2,11037274,11388672
42093,NM_001326338,chr10,11047621,11378672,CELF2,11037621,11388672
42094,NM_006561,chr10,11059892,11378672,CELF2,11049892,11388672
42095,NM_001326339,chr10,11047621,11378672,CELF2,11037621,11388672
42096,NM_001326332,chr10,11047274,11378672,CELF2,11037274,11388672
42097,NM_001326331,chr10,11047274,11378672,CELF2,11037274,11388672
42098,NM_001326326,chr10,10840687,11378672,CELF2,10830687,11388672
42099,NM_001326325,chr10,10838801,11378672,CELF2,10828801,11388672
42100,NM_001326324,chr10,10838801,11378672,CELF2,10828801,11388672
42101,NM_001326344,chr10,11060460,11373418,CELF2,11050460,11383418
42102,NM_001326329,chr10,11046610,11378672,CELF2,11036610,11388672
42103,NM_001326328,chr10,10840687,11378672,CELF2,10830687,11388672
42169,NM_201593,chr10,18429352,18832486,CACNB2,18419352,18842486
42170,NM_201596,chr10,18429352,18832486,CACNB2,18419352,18842486
42172,NM_001167945,chr10,18429352,18832486,CACNB2,18419352,18842486
42173,NM_000724,chr10,18549650,18832486,CACNB2,18539650,18842486
42174,NM_201597,chr10,18429352,18832486,CACNB2,18419352,18842486
42175,NM_201590,chr10,18629637,18832486,CACNB2,18619637,18842486
42177,NM_001330060,chr10,18549650,18832486,CACNB2,18539650,18842486
42178,NM_201570,chr10,18689503,18832486,CACNB2,18679503,18842486
42179,NM_201572,chr10,18429352,18832486,CACNB2,18419352,18842486
42180,NM_201571,chr10,18429352,18832486,CACNB2,18419352,18842486
42247,NM_019043,chr10,26727269,26856732,APBB1IP,26717269,26866732
42467,NM_001256154,chr10,45869613,45941567,ALOX5,45859613,45951567
42469,NM_001256153,chr10,45869663,45941563,ALOX5,45859663,45951563
42470,NM_032023,chr10,45455249,45491338,RASSF4,45445249,45501338
42473,NM_001320862,chr10,45869663,45941563,ALOX5,45859663,45951563
42474,NM_000698,chr10,45869663,45941563,ALOX5,45859663,45951563
42475,NM_001320861,chr10,45869663,45941563,ALOX5,45859663,45951563
42621,NM_020986,chr10,50821143,50875987,CHAT,50811143,50885987
42622,NM_001142934,chr10,50822082,50875987,CHAT,50812082,50885987
42624,NM_020549,chr10,50822082,50875987,CHAT,50812082,50885987
42625,NM_001142933,chr10,50822082,50875987,CHAT,50812082,50885987
42626,NM_001142929,chr10,50822082,50875987,CHAT,50812082,50885987
42633,NM_020985,chr10,50821143,50875987,CHAT,50811143,50885987
42635,NM_020984,chr10,50817140,50875987,CHAT,50807140,50885987
42659,NM_001080512,chr10,60272631,60591195,BICC1,60262631,60601195
42697,NM_032199,chr10,63661457,63856703,ARID5B,63651457,63866703
42699,NM_001244638,chr10,63809115,63856703,ARID5B,63799115,63866703
42706,NR_111909,chr10,68772023,68861309,LRRTM3,68762023,68871309
42707,NM_178011,chr10,68685793,68861309,LRRTM3,68675793,68871309
42716,NM_001322364,chr10,71029755,71161637,HK1,71019755,71171637
42717,NM_001057,chr10,71163658,71176674,TACR2,71153658,71186674
42718,NM_004896,chr10,70883933,70934168,VPS26A,70873933,70944168
42722,NM_001322365,chr10,71029755,71161637,HK1,71019755,71171637
42724,NM_001318944,chr10,70883933,70934168,VPS26A,70873933,70944168
42726,NM_001035260,chr10,70883908,70934172,VPS26A,70873908,70944172
42729,NM_001318946,chr10,70883933,70934168,VPS26A,70873933,70944168
42730,NM_001318945,chr10,70883933,70934168,VPS26A,70873933,70944168
42731,NM_001358263,chr10,71038251,71161637,HK1,71028251,71171637
42732,NM_033500,chr10,71029755,71161637,HK1,71019755,71171637
42733,NM_033498,chr10,71029755,71161637,HK1,71019755,71171637
42734,NM_033497,chr10,71029755,71161637,HK1,71019755,71171637
42735,NM_030625,chr10,70320093,70454242,TET1,70310093,70464242
42767,NM_003901,chr10,72575703,72640932,SGPL1,72565703,72650932
42807,NM_001289969,chr10,75203537,75255782,PPP3CB,75193537,75265782
42809,NM_021132,chr10,75196190,75255782,PPP3CB,75186190,75265782
42818,NM_001289968,chr10,75203537,75255782,PPP3CB,75193537,75265782
42824,NM_001142353,chr10,75196185,75255782,PPP3CB,75186185,75265782
42825,NM_001142354,chr10,75196185,75255782,PPP3CB,75186185,75265782
42830,NM_001367536,chr10,75572258,75634313,CAMK2G,75562258,75644313
42833,NM_001367524,chr10,75575624,75634313,CAMK2G,75565624,75644313
42834,NM_001367538,chr10,75575624,75634313,CAMK2G,75565624,75644313
42835,NR_160040,chr10,75572258,75634313,CAMK2G,75562258,75644313
42836,NM_001367540,chr10,75575624,75634313,CAMK2G,75565624,75644313
42838,NM_001367523,chr10,75575624,75634313,CAMK2G,75565624,75644313
42839,NM_001367522,chr10,75575624,75634313,CAMK2G,75565624,75644313
42840,NM_003373,chr10,75757873,75881121,VCL,75747873,75891121
42841,NM_001367518,chr10,75572258,75634313,CAMK2G,75562258,75644313
42842,NM_001367517,chr10,75572258,75634313,CAMK2G,75562258,75644313
42843,NM_001320264,chr10,75880012,75910586,AP3M1,75870012,75920586
42844,NM_001320263,chr10,75880012,75910586,AP3M1,75870012,75920586
42845,NM_001367535,chr10,75575624,75634313,CAMK2G,75565624,75644313
42846,NM_001367534,chr10,75572258,75634313,CAMK2G,75562258,75644313
42847,NM_001367533,chr10,75572258,75634313,CAMK2G,75562258,75644313
42848,NM_001367516,chr10,75572258,75634313,CAMK2G,75562258,75644313
42849,NM_001367525,chr10,75572258,75634313,CAMK2G,75562258,75644313
42850,NM_001222,chr10,75572258,75634313,CAMK2G,75562258,75644313
